Demand ID; Started at; Source Node; Destination node; Bitrate; Duration; Is success; Links in path; Path length; Required core; Required index
5379; 372; 16; 25; 578; 2; True; [4, 9, 13, 26, 42, 55, 57]; (3706,); 2; 246
5235; 362; 5; 20; 132; 12; True; [9, 14, 19, 23, 27]; (2289,); 2; 132
5247; 363; 18; 6; 822; 11; True; [16, 59]; (1303,); 1; 3
5352; 371; 7; 0; 987; 4; False; None; None; None; None
5386; 372; 11; 23; 444; 3; True; [40, 54]; (1088,); 0; 198
5391; 373; 4; 14; 998; 2; True; [16, 20, 32, 37]; (1890,); 1; 0
5344; 370; 1; 4; 583; 5; True; [5]; (594,); 1; 0
5392; 373; 24; 1; 578; 2; True; [11, 24, 38, 73]; (2248,); 2; 103
5283; 366; 24; 16; 704; 9; True; [40, 73]; (1195,); 0; 8
5220; 361; 12; 13; 844; 14; True; [44]; (783,); 1; 0
5366; 371; 16; 21; 615; 4; True; [16, 20, 33, 45, 56, 59]; (4610,); 1; 162
5405; 374; 9; 12; 992; 1; True; [33]; (720,); 1; 45
5276; 365; 26; 3; 252; 10; True; [12, 24, 38, 76, 79, 80]; (3077,); 2; 18
5347; 370; 12; 23; 951; 5; True; [44, 48, 69]; (1808,); 2; 75
5389; 373; 18; 1; 436; 3; True; [3, 15, 59]; (1904,); 1; 44
5350; 370; 7; 27; 577; 6; True; [26, 42, 77]; (1643,); 2; 30
5358; 371; 21; 1; 470; 5; True; [3, 19, 21, 31, 43, 65]; (3879,); 1; 0
5278; 365; 25; 13; 228; 11; True; [40, 46, 50, 53, 76]; (2519,); 0; 24
5431; 376; 2; 0; 263; 3; False; None; None; None; None
5361; 371; 12; 4; 903; 5; True; [9, 19, 23, 27, 31, 43]; (2269,); 0; 58
5338; 370; 7; 17; 688; 6; True; [7, 8, 12, 24]; (1951,); 0; 187
5231; 362; 8; 5; 271; 14; True; [18, 22, 28]; (996,); 1; 65
5363; 371; 3; 21; 122; 5; True; [13, 26, 40, 54, 68, 71]; (3704,); 0; 2
5419; 375; 16; 4; 532; 1; True; [4, 9, 55, 57]; (2233,); 2; 80
5364; 371; 15; 19; 452; 5; True; [2, 11, 24, 38, 52]; (2583,); 2; 44
5315; 368; 1; 26; 733; 8; True; [4, 9, 13, 26, 42, 77, 81]; (3470,); 2; 138
5403; 374; 27; 16; 772; 2; True; [40, 76, 80]; (1682,); 0; 33
5408; 374; 22; 2; 187; 2; True; [8, 27, 34, 47, 49, 67]; (2808,); 2; 18
5409; 375; 11; 13; 947; 1; True; [40, 50, 53]; (1196,); 0; 67
5410; 375; 13; 26; 64; 1; True; [48, 69, 72, 75]; (3057,); 2; 48
5375; 372; 20; 16; 775; 4; True; [13, 26, 40, 63]; (2420,); 0; 207
5197; 360; 3; 11; 775; 16; True; [13, 26]; (933,); 0; 54
5346; 370; 6; 3; 234; 6; True; [23, 27]; (745,); 2; 0
5377; 372; 10; 6; 171; 4; True; [31, 35]; (849,); 2; 3
5415; 375; 11; 26; 328; 1; True; [42, 77, 81]; (1885,); 1; 65
5385; 372; 19; 14; 75; 5; True; [1, 10, 12, 30, 37, 50, 61]; (3353,); 0; 2
5422; 376; 17; 5; 672; 1; True; [5, 57]; (1341,); 1; 0
5387; 373; 6; 24; 103; 4; True; [23, 26, 29, 41]; (2019,); 0; 131
5423; 376; 21; 15; 805; 1; True; [47, 66, 67]; (2160,); 1; 27
5427; 376; 10; 27; 877; 1; True; [36, 42, 77]; (2019,); 2; 18
5367; 371; 4; 2; 778; 6; True; [15]; (594,); 2; 0
5428; 376; 14; 16; 132; 1; True; [7, 8, 27, 34, 49, 58]; (3438,); 0; 0
5400; 374; 7; 20; 981; 3; True; [14, 24]; (1619,); 2; 66
5404; 374; 12; 5; 712; 3; True; [18, 31, 43]; (1554,); 1; 68
5445; 377; 27; 0; 711; 5; False; None; None; None; None
5249; 363; 27; 2; 183; 14; True; [8, 12, 24, 38, 76, 80]; (2847,); 2; 12
5421; 376; 2; 25; 137; 1; True; [9, 13, 26, 42]; (1732,); 2; 79
5359; 371; 1; 7; 622; 7; True; [4, 9, 13]; (1204,); 2; 9
5237; 362; 10; 25; 463; 16; True; [36, 42]; (1297,); 2; 0
5213; 361; 0; 26; 472; 17; True; [1, 13, 26, 42, 77, 81]; (3358,); 0; 174
5325; 369; 9; 19; 63; 9; True; [2, 3, 19, 21, 31]; (2349,); 2; 0
5452; 378; 9; 0; 433; 1; False; None; None; None; None
5330; 369; 17; 0; 451; 9; False; None; None; None; None
5324; 368; 18; 22; 785; 10; True; [16, 20, 32, 37, 48, 50, 59]; (3637,); 1; 93
5435; 377; 26; 1; 891; 1; True; [11, 24, 38, 76, 79, 80]; (3358,); 0; 75
5365; 371; 22; 25; 344; 7; True; [42, 52, 69, 70]; (2102,); 1; 0
5262; 364; 18; 4; 452; 14; True; [4, 9, 15, 59]; (2042,); 2; 65
5406; 374; 25; 13; 291; 4; True; [40, 46, 50, 53, 76]; (2519,); 0; 231
5336; 370; 10; 12; 371; 8; True; [33, 35]; (1242,); 1; 0
5341; 370; 24; 14; 768; 8; True; [67, 71, 74]; (1844,); 2; 30
5450; 378; 20; 0; 620; 9; False; None; None; None; None
5132; 355; 11; 12; 94; 23; True; [40, 46, 50, 53]; (1979,); 0; 0
5378; 372; 23; 12; 312; 6; True; [52, 70]; (1088,); 0; 0
5290; 366; 8; 22; 911; 13; True; [30, 37, 48, 50]; (1941,); 1; 33
5424; 376; 5; 25; 457; 3; True; [19, 23, 26, 29, 42]; (2002,); 2; 29
5456; 378; 20; 25; 253; 1; True; [13, 26, 42, 63]; (2540,); 0; 0
4913; 343; 22; 20; 984; 36; True; [2, 11, 24, 38, 52, 69, 70]; (3725,); 2; 192
5243; 363; 26; 8; 676; 16; True; [38, 76, 79, 80]; (2266,); 2; 136
5335; 369; 17; 3; 235; 10; True; [4, 57]; (1140,); 2; 3
5388; 373; 13; 11; 716; 6; True; [47, 49]; (934,); 1; 0
5461; 378; 0; 22; 651; 1; True; [1, 13, 26, 40, 54, 71]; (3035,); 0; 121
5318; 368; 24; 0; 718; 11; False; None; None; None; None
5468; 378; 21; 8; 161; 1; True; [38, 52, 66, 69, 70]; (3152,); 2; 35
5431; 376; 2; 0; 263; 3; False; None; None; None; None
5426; 376; 13; 10; 589; 3; True; [35, 47, 49]; (1456,); 2; 42
5465; 378; 10; 17; 392; 1; True; [7, 8, 27, 34]; (2070,); 0; 47
5141; 356; 22; 25; 562; 23; True; [42, 52, 69, 70]; (2102,); 1; 24
5452; 378; 9; 0; 433; 1; False; None; None; None; None
5433; 376; 22; 3; 53; 3; True; [27, 34, 47, 49, 67]; (2415,); 2; 6
5326; 369; 25; 27; 845; 10; True; [77]; (722,); 2; 0
5436; 377; 17; 5; 186; 2; True; [5, 57]; (1341,); 1; 0
5438; 377; 11; 9; 533; 2; True; [25, 38]; (973,); 2; 17
5223; 361; 27; 4; 70; 18; True; [24, 38, 76, 80]; (2195,); 2; 65
5440; 377; 12; 15; 589; 2; True; [44, 47, 51]; (1559,); 1; 26
5371; 372; 0; 13; 548; 7; True; [1, 10, 12, 30, 37, 50]; (2663,); 0; 49
5384; 372; 26; 4; 785; 7; True; [24, 38, 76, 79, 80]; (2818,); 2; 250
5414; 375; 11; 13; 581; 4; True; [40, 50, 53]; (1196,); 1; 0
5451; 378; 11; 17; 789; 1; True; [7, 8, 12, 24, 38]; (2332,); 0; 76
5463; 378; 5; 8; 311; 2; True; [19, 23]; (489,); 1; 24
5310; 368; 25; 19; 132; 12; True; [17, 18, 22, 25, 28, 38, 76]; (3305,); 2; 70
5376; 372; 8; 20; 362; 8; True; [9, 14, 27]; (1800,); 0; 6
5411; 375; 19; 9; 672; 5; True; [1, 10, 12, 61]; (1963,); 0; 11
5353; 371; 27; 25; 728; 9; True; [78, 81]; (1836,); 1; 0
5360; 371; 5; 1; 687; 9; True; [3, 19, 21]; (1332,); 1; 65
5401; 374; 17; 13; 881; 6; True; [6, 20, 22, 33, 57]; (2612,); 2; 0
5493; 380; 6; 0; 918; 4; False; None; None; None; None
5372; 372; 22; 1; 366; 8; True; [11, 24, 38, 52, 69, 70]; (3035,); 2; 177
5416; 375; 7; 16; 378; 5; True; [7, 8, 12, 24, 58]; (2785,); 0; 35
5474; 379; 2; 6; 558; 1; True; [10, 28]; (745,); 1; 11
5488; 380; 23; 3; 951; 1; True; [12, 24, 38, 52, 70]; (2280,); 2; 136
5311; 368; 18; 21; 221; 13; True; [16, 20, 33, 45, 59]; (3850,); 1; 33
5500; 381; 7; 0; 669; 5; False; None; None; None; None
5483; 380; 6; 8; 158; 1; True; [23]; (271,); 2; 0
5496; 380; 3; 1; 595; 1; True; [11]; (540,); 2; 5
5457; 378; 15; 24; 843; 3; True; [41, 52]; (1195,); 2; 0
5497; 380; 6; 13; 827; 1; True; [23, 30, 37, 50]; (1661,); 2; 63
5390; 373; 26; 1; 64; 8; True; [11, 24, 38, 76, 79, 80]; (3358,); 2; 2
5501; 381; 27; 0; 677; 1; False; None; None; None; None
5396; 373; 1; 11; 53; 8; True; [4, 9, 13, 26]; (1585,); 2; 0
5402; 374; 2; 5; 131; 7; True; [10, 22, 28]; (963,); 0; 8
5398; 373; 16; 26; 600; 8; True; [4, 9, 13, 26, 42, 55, 57, 77, 81]; (5051,); 0; 85
5478; 380; 25; 2; 851; 1; True; [8, 12, 24, 38, 76]; (2125,); 2; 210
5420; 376; 17; 13; 388; 5; True; [6, 20, 22, 33, 57]; (2612,); 2; 76
5476; 379; 26; 11; 777; 2; True; [39, 76, 79, 80]; (2642,); 0; 34
5443; 377; 26; 21; 658; 4; True; [14, 24, 38, 76, 79, 80]; (3885,); 2; 65
5274; 365; 12; 9; 586; 16; True; [19, 23, 31, 43]; (1536,); 1; 95
5337; 370; 16; 12; 969; 11; True; [4, 9, 13, 26, 55, 57]; (3166,); 2; 189
5484; 380; 9; 3; 534; 1; True; [19, 23, 27, 31]; (1290,); 1; 65
5448; 378; 24; 22; 898; 3; True; [68, 71, 74]; (2502,); 2; 54
5343; 370; 5; 25; 766; 11; True; [19, 23, 26, 29, 42]; (2002,); 1; 41
5487; 380; 27; 20; 453; 1; True; [2, 11, 24, 38, 76, 80]; (3425,); 0; 112
5511; 381; 0; 8; 134; 1; True; [1, 10, 12]; (1273,); 0; 6
5285; 366; 9; 2; 624; 16; True; [19, 21, 31]; (1145,); 1; 113
5501; 381; 27; 0; 677; 1; False; None; None; None; None
5430; 376; 9; 22; 401; 6; True; [32, 37, 48, 50]; (2007,); 2; 51
5467; 378; 17; 11; 708; 4; True; [4, 10, 30, 57]; (2070,); 2; 100
5434; 376; 12; 8; 812; 6; True; [19, 23, 29, 31, 43]; (2128,); 1; 0
5505; 381; 13; 22; 951; 1; True; [48]; (551,); 2; 63
5437; 377; 5; 12; 661; 5; True; [20, 33]; (1047,); 1; 12
5509; 381; 22; 18; 711; 1; True; [7, 8, 27, 34, 47, 49, 67]; (3555,); 1; 0
5512; 381; 13; 15; 682; 1; True; [47, 51]; (776,); 1; 56
5417; 375; 23; 15; 973; 7; True; [53, 70]; (1044,); 2; 0
5445; 377; 27; 0; 711; 5; False; None; None; None; None
5196; 360; 7; 21; 416; 22; True; [26, 40, 54, 68, 71]; (3152,); 2; 18
5534; 383; 24; 0; 251; 13; False; None; None; None; None
5455; 378; 24; 23; 520; 5; True; [71, 74]; (1293,); 2; 0
5495; 380; 10; 3; 472; 3; True; [27, 34]; (930,); 2; 33
5395; 373; 5; 19; 393; 10; True; [2, 3, 19, 21]; (2022,); 2; 59
5368; 371; 6; 26; 83; 12; True; [23, 26, 29, 42, 77, 81]; (3129,); 2; 59
5339; 370; 7; 4; 543; 13; True; [24]; (552,); 2; 35
5204; 361; 3; 21; 139; 22; True; [13, 26, 40, 54, 68, 71]; (3704,); 0; 189
5516; 382; 26; 14; 886; 1; True; [67, 71, 74, 78]; (3057,); 2; 78
5447; 378; 5; 23; 391; 5; True; [20, 32, 37, 51, 54]; (2427,); 1; 73
5412; 375; 13; 14; 774; 8; True; [47]; (400,); 1; 15
5492; 380; 12; 16; 273; 3; True; [17, 18, 31, 43, 60]; (3110,); 2; 12
5429; 376; 9; 15; 740; 8; True; [32, 37, 51]; (1432,); 2; 0
5503; 381; 8; 4; 187; 3; True; [9, 27]; (733,); 2; 3
5462; 378; 21; 11; 367; 6; True; [47, 49, 66, 67]; (2694,); 1; 44
5499; 381; 12; 17; 769; 3; True; [7, 19, 21, 31, 43]; (2612,); 0; 34
5466; 378; 25; 22; 552; 6; True; [40, 54, 68, 71, 76]; (3311,); 0; 1
5538; 383; 10; 14; 977; 1; True; [37]; (534,); 0; 0
5539; 383; 27; 9; 879; 1; True; [25, 38, 76, 80]; (2235,); 2; 0
5540; 383; 26; 10; 529; 1; True; [35, 39, 76, 79, 80]; (3164,); 2; 42
5543; 383; 22; 1; 439; 1; True; [11, 24, 38, 52, 69, 70]; (3035,); 2; 160
5444; 377; 2; 6; 341; 7; True; [10, 28]; (745,); 0; 32
5332; 369; 12; 24; 830; 15; True; [44, 48, 69, 72]; (2627,); 2; 0
5442; 377; 7; 21; 101; 7; True; [26, 40, 54, 68, 71]; (3152,); 2; 3
5479; 380; 21; 6; 422; 4; True; [31, 43, 65]; (2547,); 2; 0
5493; 380; 6; 0; 918; 4; False; None; None; None; None
5480; 380; 25; 12; 75; 4; True; [76]; (540,); 1; 0
5373; 372; 27; 19; 542; 12; True; [17, 18, 22, 25, 28, 38, 76, 80]; (4027,); 1; 35
5188; 360; 2; 16; 451; 24; True; [7, 8, 58]; (1974,); 0; 21
5526; 382; 25; 20; 895; 3; True; [2, 11, 24, 38, 76]; (2703,); 0; 111
5527; 382; 11; 13; 408; 3; True; [40, 50, 53]; (1196,); 0; 34
5529; 382; 21; 16; 993; 3; True; [66, 69, 70]; (2351,); 1; 0
5532; 382; 23; 18; 578; 3; True; [7, 8, 12, 24, 38, 52, 70]; (3420,); 0; 79
5533; 383; 25; 17; 311; 2; True; [7, 8, 12, 24, 38, 58, 76]; (3706,); 1; 80
5550; 384; 1; 8; 859; 1; True; [4, 10]; (867,); 2; 60
5471; 379; 0; 11; 223; 6; True; [1, 13, 26]; (1473,); 0; 0
5510; 381; 23; 26; 414; 4; True; [72, 75]; (2032,); 1; 0
5547; 384; 19; 17; 792; 1; True; [0, 7, 58, 61]; (2785,); 1; 0
5334; 369; 24; 10; 932; 16; True; [35, 39, 73]; (2054,); 2; 12
5491; 380; 14; 5; 986; 5; True; [18, 31, 35, 49]; (1890,); 1; 64
5054; 350; 27; 20; 409; 35; True; [2, 11, 24, 38, 76, 80]; (3425,); 2; 124
5522; 382; 23; 21; 969; 3; True; [14, 24, 38, 52, 70]; (3088,); 2; 61
5525; 382; 24; 2; 286; 4; True; [8, 12, 24, 38, 73]; (2360,); 2; 52
5454; 378; 9; 11; 409; 8; True; [32, 36]; (1279,); 2; 24
5382; 372; 24; 0; 765; 14; False; None; None; None; None
5473; 379; 22; 9; 733; 7; True; [34, 47, 49, 67]; (1941,); 2; 9
5500; 381; 7; 0; 669; 5; False; None; None; None; None
5545; 384; 7; 10; 93; 2; True; [25, 30]; (1048,); 0; 0
5498; 380; 26; 14; 974; 6; True; [67, 71, 74, 78]; (3057,); 0; 112
5470; 379; 6; 21; 213; 7; True; [20, 22, 33, 45]; (2765,); 1; 0
5506; 381; 25; 17; 121; 5; True; [7, 8, 12, 24, 38, 58, 76]; (3706,); 1; 3
5475; 379; 24; 1; 464; 7; True; [11, 24, 38, 73]; (2248,); 2; 104
5482; 380; 6; 23; 971; 6; True; [23, 30, 37, 51, 54]; (2305,); 2; 121
5563; 385; 4; 18; 398; 1; True; [17]; (796,); 1; 30
5559; 385; 11; 21; 696; 1; True; [40, 54, 68, 71]; (2771,); 0; 18
5566; 386; 8; 4; 347; 1; True; [9, 27]; (733,); 2; 15
5576; 386; 4; 7; 194; 1; True; [16, 19, 23, 29]; (1588,); 1; 48
5531; 382; 18; 4; 433; 5; True; [4, 9, 15, 59]; (2042,); 2; 0
5573; 386; 23; 7; 987; 1; True; [28, 34, 49, 53, 70]; (2305,); 0; 43
5222; 361; 2; 20; 119; 26; True; [9, 14]; (1326,); 2; 30
5570; 386; 24; 26; 683; 1; True; [75]; (1213,); 1; 0
5399; 374; 18; 5; 949; 13; True; [59]; (796,); 1; 59
5489; 380; 24; 21; 681; 7; True; [14, 24, 38, 73]; (2775,); 2; 189
5328; 369; 25; 12; 966; 18; True; [76]; (540,); 1; 20
5546; 384; 23; 6; 314; 3; True; [31, 35, 49, 53, 70]; (2427,); 2; 106
5561; 385; 7; 10; 912; 2; True; [25, 30]; (1048,); 2; 0
5477; 379; 27; 22; 887; 8; True; [40, 54, 68, 71, 76, 80]; (4033,); 0; 58
5514; 382; 12; 1; 848; 5; True; [3, 19, 21, 31, 43]; (2379,); 1; 18
5521; 382; 18; 3; 533; 5; True; [4, 15, 59]; (1783,); 2; 148
5558; 385; 3; 23; 690; 2; True; [13, 26, 40, 54]; (2021,); 1; 0
5481; 380; 12; 19; 1000; 7; True; [2, 3, 19, 21, 31, 43]; (3069,); 2; 27
5554; 384; 16; 21; 640; 3; True; [16, 20, 33, 45, 56, 59]; (4610,); 1; 9
5450; 378; 20; 0; 620; 9; False; None; None; None; None
5459; 378; 8; 26; 691; 10; True; [26, 29, 42, 77, 81]; (2858,); 2; 219
5548; 384; 10; 2; 350; 4; True; [8, 27, 34]; (1323,); 2; 160
5568; 386; 14; 10; 478; 2; True; [35, 49]; (1056,); 2; 6
5432; 376; 22; 9; 608; 12; True; [34, 47, 49, 67]; (1941,); 2; 60
5577; 387; 13; 10; 766; 1; True; [35, 47, 49]; (1456,); 2; 115
5583; 387; 21; 3; 132; 1; True; [19, 23, 27, 31, 43, 65]; (3510,); 1; 119
5528; 382; 13; 4; 469; 6; True; [9, 27, 34, 47, 49]; (2123,); 2; 91
5523; 382; 20; 1; 926; 6; True; [61, 64]; (1152,); 0; 0
5585; 387; 13; 5; 729; 1; True; [18, 31, 35, 47, 49]; (2290,); 1; 45
5560; 385; 1; 16; 654; 3; True; [7, 58]; (1581,); 0; 12
5091; 353; 4; 16; 728; 35; True; [17, 60]; (1556,); 1; 6
5407; 374; 4; 8; 727; 15; True; [16, 19, 23]; (996,); 1; 140
5594; 388; 7; 1; 937; 1; True; [11, 24]; (1092,); 2; 103
5582; 387; 2; 22; 375; 2; True; [10, 30, 37, 48, 50]; (2415,); 0; 0
5572; 386; 21; 16; 443; 3; True; [66, 69, 70]; (2351,); 1; 0
5574; 386; 15; 3; 501; 3; True; [12, 24, 38, 52]; (1612,); 2; 52
5485; 380; 10; 23; 906; 9; True; [37, 51, 54]; (1578,); 0; 112
5504; 381; 22; 18; 185; 8; True; [7, 8, 27, 34, 47, 49, 67]; (3555,); 0; 0
5524; 382; 13; 1; 360; 7; True; [9, 11, 27, 34, 47, 49]; (2663,); 2; 148
5542; 383; 2; 3; 850; 7; True; [9]; (259,); 2; 31
5507; 381; 2; 24; 63; 9; True; [9, 13, 26, 41]; (1967,); 2; 28
5611; 389; 4; 26; 606; 1; True; [16, 19, 23, 26, 29, 42, 77, 81]; (3854,); 1; 182
5536; 383; 21; 26; 646; 7; True; [66, 69, 72, 75]; (3715,); 1; 56
5205; 361; 7; 4; 85; 29; True; [24]; (552,); 2; 0
5537; 383; 15; 16; 844; 7; True; [7, 8, 12, 24, 38, 52, 58]; (3586,); 2; 209
5610; 389; 25; 10; 439; 1; True; [35, 39, 76]; (1819,); 2; 36
5596; 388; 3; 1; 50; 2; True; [11]; (540,); 2; 6
5612; 389; 4; 23; 928; 1; True; [16, 20, 32, 37, 51, 54]; (2934,); 2; 72
5541; 383; 19; 11; 436; 7; True; [1, 10, 12, 30, 61]; (2419,); 0; 97
5562; 385; 17; 12; 123; 5; True; [4, 9, 13, 26, 57]; (2332,); 2; 166
5597; 388; 1; 10; 636; 3; True; [4, 10, 30]; (1323,); 2; 59
5578; 387; 9; 22; 316; 4; True; [32, 37, 48, 50]; (2007,); 2; 6
5517; 382; 9; 22; 617; 9; True; [32, 37, 48, 50]; (2007,); 2; 78
5626; 390; 15; 9; 835; 1; True; [34, 49, 53]; (1366,); 2; 5
5575; 386; 24; 23; 242; 5; True; [71, 74]; (1293,); 2; 0
5469; 378; 1; 26; 874; 13; True; [4, 9, 13, 26, 42, 77, 81]; (3470,); 2; 121
5518; 382; 4; 3; 537; 9; True; [4, 15]; (987,); 2; 48
5619; 390; 24; 16; 585; 1; True; [40, 73]; (1195,); 0; 51
5623; 390; 12; 21; 93; 1; True; [45]; (1500,); 2; 0
5530; 382; 18; 7; 308; 9; True; [16, 19, 59]; (1521,); 1; 0
5519; 382; 18; 7; 457; 9; True; [16, 19, 59]; (1521,); 1; 80
5555; 385; 27; 24; 576; 6; True; [40, 54, 76, 80]; (2350,); 0; 0
5627; 390; 20; 16; 542; 1; True; [13, 26, 40, 63]; (2420,); 0; 120
5592; 388; 4; 21; 720; 3; True; [16, 20, 33, 45]; (3054,); 1; 23
5441; 377; 10; 9; 53; 15; True; [34]; (456,); 2; 0
5571; 386; 20; 5; 77; 6; True; [0, 5, 61, 64]; (2260,); 1; 0
5460; 378; 25; 8; 90; 14; True; [38, 76]; (921,); 2; 5
5567; 386; 15; 25; 960; 6; True; [42, 52]; (960,); 1; 15
5464; 378; 15; 2; 229; 14; True; [8, 12, 24, 38, 52]; (2005,); 2; 43
5564; 385; 16; 10; 195; 7; True; [16, 20, 56, 59]; (2390,); 1; 119
5635; 391; 10; 4; 54; 1; True; [9, 27, 34]; (1189,); 2; 3
5617; 390; 25; 10; 796; 2; True; [35, 39, 76]; (1819,); 2; 35
5418; 375; 1; 22; 684; 17; True; [4, 10, 30, 37, 48, 50]; (2808,); 2; 27
5552; 384; 18; 24; 388; 8; True; [16, 19, 23, 26, 29, 41, 59]; (3540,); 1; 95
5631; 391; 11; 15; 236; 1; True; [40]; (420,); 0; 0
5641; 392; 25; 13; 457; 1; True; [40, 46, 50, 53, 76]; (2519,); 0; 159
5502; 381; 2; 18; 380; 12; True; [5, 8, 17]; (1783,); 1; 68
5648; 392; 2; 15; 849; 1; True; [9, 13, 26, 40]; (1612,); 2; 12
5472; 379; 14; 27; 468; 14; True; [42, 51, 52, 77]; (2058,); 1; 0
5652; 392; 10; 26; 1000; 1; True; [36, 42, 77, 81]; (2642,); 2; 12
5653; 392; 22; 24; 667; 1; True; [69, 72]; (1293,); 0; 6
5625; 390; 17; 14; 946; 3; True; [4, 10, 30, 37, 50, 57]; (3004,); 2; 147
5557; 385; 18; 20; 344; 8; True; [2, 3, 15, 59, 62]; (3056,); 2; 91
5642; 392; 24; 3; 313; 2; True; [12, 24, 38, 73]; (1967,); 2; 112
5494; 380; 11; 4; 243; 14; True; [24, 38]; (933,); 2; 16
5603; 388; 16; 25; 439; 6; True; [4, 9, 13, 26, 42, 55, 57]; (3706,); 0; 66
5645; 392; 6; 26; 852; 2; True; [23, 26, 29, 42, 77, 81]; (3129,); 1; 15
5615; 389; 21; 1; 381; 5; True; [3, 19, 21, 31, 43, 65]; (3879,); 1; 118
5544; 384; 22; 13; 270; 10; True; [46, 67]; (1334,); 0; 12
5655; 393; 12; 11; 957; 1; True; [32, 43]; (1242,); 2; 11
5657; 393; 12; 23; 900; 1; True; [44, 48, 69]; (1808,); 1; 99
5449; 378; 16; 7; 183; 16; True; [6, 55, 57]; (2181,); 2; 54
5666; 393; 4; 25; 64; 1; True; [16, 19, 23, 26, 29, 42]; (2509,); 1; 0
5588; 387; 25; 23; 570; 7; True; [40, 54, 71, 76]; (2102,); 0; 18
5660; 393; 24; 18; 825; 1; True; [7, 8, 12, 24, 38, 73]; (3107,); 0; 75
5672; 394; 8; 0; 678; 6; False; None; None; None; None
5633; 391; 14; 6; 540; 3; True; [31, 35, 49]; (1383,); 2; 6
5630; 391; 11; 7; 862; 3; True; [25, 28, 38]; (1244,); 2; 181
5667; 393; 0; 18; 650; 1; True; [0, 5, 17]; (1904,); 1; 0
5668; 394; 14; 24; 536; 1; True; [41, 51, 52]; (1571,); 2; 9
5671; 394; 17; 19; 688; 1; True; [2, 3, 57]; (1951,); 2; 107
5604; 388; 7; 25; 489; 7; True; [26, 42]; (921,); 2; 0
5678; 394; 16; 7; 428; 1; True; [6, 55, 57]; (2181,); 2; 9
5684; 395; 2; 0; 129; 2; False; None; None; None; None
5535; 383; 26; 1; 259; 12; True; [11, 24, 38, 76, 79, 80]; (3358,); 2; 136
5679; 394; 19; 23; 305; 1; True; [1, 13, 26, 40, 54, 61]; (3251,); 0; 6
5629; 391; 5; 8; 376; 4; True; [19, 23]; (489,); 1; 30
5605; 388; 4; 2; 143; 7; True; [15]; (594,); 2; 0
5490; 380; 22; 11; 762; 15; True; [47, 49, 67]; (1485,); 2; 33
5621; 390; 27; 22; 968; 5; True; [40, 54, 68, 71, 76, 80]; (4033,); 0; 63
5622; 390; 13; 16; 748; 5; True; [7, 8, 27, 34, 47, 49, 58]; (3838,); 0; 0
5553; 384; 13; 6; 168; 11; True; [31, 35, 47, 49]; (1783,); 2; 0
5589; 387; 16; 20; 281; 8; True; [2, 3, 55, 57, 62]; (3247,); 2; 26
5458; 378; 27; 8; 245; 17; True; [38, 76, 80]; (1643,); 2; 8
5534; 383; 24; 0; 251; 13; False; None; None; None; None
5599; 388; 17; 12; 831; 8; True; [4, 9, 13, 26, 57]; (2332,); 2; 80
5647; 392; 26; 7; 465; 4; True; [25, 28, 38, 76, 79, 80]; (3129,); 0; 0
5680; 395; 20; 19; 932; 1; True; [0, 5, 17, 61, 64]; (3056,); 1; 0
5686; 395; 19; 3; 402; 1; True; [1, 12, 61]; (1489,); 0; 51
5439; 377; 14; 19; 203; 19; True; [2, 9, 11, 27, 34, 49]; (2953,); 2; 85
5656; 393; 14; 12; 948; 3; True; [51, 52]; (796,); 1; 0
5663; 393; 12; 14; 671; 3; True; [44, 47]; (1183,); 1; 126
5675; 394; 24; 23; 333; 3; True; [71, 74]; (1293,); 2; 0
5640; 392; 1; 11; 949; 5; True; [4, 9, 13, 26]; (1585,); 2; 47
5607; 389; 5; 23; 477; 8; True; [20, 32, 37, 51, 54]; (2427,); 1; 44
5684; 395; 2; 0; 129; 2; False; None; None; None; None
5632; 391; 26; 17; 635; 6; True; [7, 8, 12, 24, 38, 58, 76, 79, 80]; (5051,); 0; 120
5682; 395; 25; 11; 886; 2; True; [39, 76]; (1297,); 2; 112
5688; 395; 4; 8; 850; 2; True; [16, 19, 23]; (996,); 1; 181
5706; 396; 26; 16; 394; 1; True; [40, 76, 79, 80]; (2305,); 0; 0
5579; 387; 25; 11; 900; 10; True; [39, 76]; (1297,); 2; 0
5695; 396; 14; 6; 421; 1; True; [31, 35, 49]; (1383,); 2; 0
5580; 387; 24; 14; 827; 10; True; [67, 71, 74]; (1844,); 2; 77
5584; 387; 22; 1; 369; 10; True; [11, 24, 38, 52, 69, 70]; (3035,); 2; 91
5590; 387; 25; 21; 521; 10; True; [14, 24, 38, 76]; (2540,); 2; 67
5520; 382; 26; 18; 100; 15; True; [7, 8, 12, 24, 38, 76, 79, 80]; (4217,); 1; 9
5664; 393; 12; 26; 525; 4; True; [44, 48, 69, 72, 75]; (3840,); 1; 141
5704; 396; 13; 8; 665; 1; True; [38, 47, 51, 52]; (1577,); 2; 111
5683; 395; 16; 1; 299; 2; True; [3, 55, 57]; (2095,); 1; 60
5654; 393; 16; 7; 279; 5; True; [6, 55, 57]; (2181,); 2; 0
5718; 397; 2; 5; 255; 1; True; [10, 22, 28]; (963,); 0; 0
5715; 397; 21; 27; 232; 1; True; [42, 52, 66, 69, 70, 77]; (4033,); 1; 89
5595; 388; 21; 7; 662; 10; True; [19, 31, 43, 65]; (2765,); 1; 9
